DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Location,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Start Year,Start Month,End Year,End Month,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update,Admin Cities,Latitude,Longitude
1993-3114-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Flood,Blizzard/Winter storm,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Madinah, Asir, Jizan, Najran, Baha",No,No,No,675266.0,4.041695474073639,Km2,1993,1,1993,12,7.0,8.0,88.0,5.0,150.0,3739725.0,3243116.0,4488219.0,1087002.0,2685766.0,2332864.0,5.407742744987704,"[{""adm1_code"":2622,""adm1_name"":""Asir""}]",2013-03-23,2023-09-25,['Asir'],28.952807461278137,38.3916157494434
1984-3115-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Storm,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Asir, Najran, Riyadh",No,No,No,4474481.0,6.234858608986592,Kph,1984,8,1984,10,3.0,8.0,92.0,1.0,134.0,703170.0,1182093.0,4653225.0,4699918.0,3591576.0,2591395.0,51.6711487349972,"[{""adm1_code"":2627,""adm1_name"":""Jizan""}]",2013-06-20,2023-09-25,['Jizan'],24.985831059730195,46.118015578757394
1989-3116-SAU,No,nat-hyd-flo-flo,Natural,Biological,Flood,Blizzard/Winter storm,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Baha, Taif",No,No,No,2905131.0,4.458562938269975,Km2,1989,7,1989,10,5.0,11.0,116.0,5.0,158.0,1398041.0,3965117.0,3638578.0,767268.0,2154823.0,4201036.0,105.15241137528255,"[{""adm1_code"":2624,""adm1_name"":""Eastern Province""}]",2007-05-02,2023-09-25,['Eastern Province'],28.08155315951057,45.43863223844282
1995-3117-SAU,No,nat-hyd-flo-flo,Natural,Biological,Epidemic,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Baha, Taif",No,No,No,2931394.0,3.0965111548026174,Vaccinated,1995,8,1995,8,3.0,13.0,86.0,6.0,136.0,4685018.0,3234969.0,3238785.0,1847452.0,266187.0,619565.0,42.03307422192022,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2625,""adm1_name"":""Hail""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2008-12-15,2023-09-25,"['Asir', 'Baha', 'Hail', 'Jizan', 'Madinah', 'Makkah', 'Tabuk']",24.53477512021276,41.10519749222987
2022-3118-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Epidemic,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,"Riyadh, Northern Borders",No,No,No,2930944.0,4.844647826172686,Vaccinated,2022,2,2022,9,3.0,8.0,93.0,3.0,139.0,980224.0,3497506.0,2687305.0,1217010.0,3756589.0,2520786.0,58.21389078908645,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2019-08-11,2023-09-25,"['Asir', 'Jizan', 'Makkah', 'Najran']",21.26466443136878,40.70367860298553
1996-3119-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Storm,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,Madinah,No,No,No,823332.0,4.89178112028633,Kph,1996,6,1996,11,6.0,7.0,101.0,5.0,171.0,3713109.0,3361185.0,4468645.0,1261495.0,1116450.0,4692343.0,85.20003688382903,"[{""adm1_code"":2631,""adm1_name"":""Northern Frontier""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2016-10-13,2023-09-25,"['Northern Frontier', 'Riyad']",26.59177843073183,38.31709060392863
2016-3120-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Flood,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Asir, Najran, Riyadh",No,No,No,3813731.0,3.1326622944468028,Km2,2016,7,2016,8,8.0,10.0,78.0,5.0,152.0,424181.0,1877609.0,1383021.0,1847041.0,2137291.0,1013810.0,78.52464688750034,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2021-08-14,2023-09-25,"['Asir', 'Jizan', 'Makkah', 'Najran']",26.691583433715834,38.63424710378276
2012-3121-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Epidemic,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,Makkah,No,No,No,756811.0,2.9777886728615,Vaccinated,2012,11,2012,12,7.0,14.0,107.0,2.0,173.0,1816457.0,540973.0,1396525.0,412609.0,2867017.0,1753232.0,95.19945042406847,"[{""adm1_code"":2625,""adm1_name"":""Hail""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2008-12-19,2023-09-25,"['Hail', 'Madinah', 'Makkah', 'Tabuk']",20.763427994960256,43.13907431006641
1971-3122-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Storm,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,"Jizan, Riyadh, Makkah, Madinah, Baha, Asir",No,No,No,550341.0,6.998952490148512,Kph,1971,3,1971,8,8.0,5.0,125.0,1.0,138.0,1304315.0,3543788.0,1587532.0,3259879.0,520888.0,907436.0,57.93501499646151,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2010-03-23,2023-09-25,"['Asir', 'Baha', 'Makkah']",31.077092837991763,41.80916060308293
2005-3123-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Epidemic,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,"Jeddah, Makkah",No,No,No,2568635.0,6.884997754375199,Vaccinated,2005,8,2005,12,3.0,14.0,94.0,2.0,138.0,1332418.0,4171579.0,3868205.0,3726003.0,4957288.0,3153633.0,22.352066933965496,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2005-09-21,2023-09-25,"['Asir', 'Jizan', 'Makkah', 'Najran']",28.713595323556557,40.86367346995485
2008-3124-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Extreme temperature,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Asir, Najran, Riyadh",No,No,No,647543.0,1.489651127694496,°C,2008,10,2008,10,1.0,13.0,97.0,2.0,159.0,795838.0,4695771.0,4905729.0,4845195.0,3793798.0,2028117.0,79.45340287502373,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2024-04-09,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Riyad']",23.63107245030887,47.27004454946773
2020-3125-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Extreme temperature,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,Makkah,No,No,No,2615610.0,7.20882563412829,°C,2020,1,2020,11,6.0,7.0,109.0,4.0,146.0,1080114.0,127934.0,679323.0,4013185.0,1064843.0,4721928.0,95.00484484756154,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2625,""adm1_name"":""Hail""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2010-12-02,2023-09-25,"['Asir', 'Baha', 'Hail', 'Jizan', 'Madinah', 'Makkah', 'Tabuk']",20.57535191627388,46.594611902137565
1996-3126-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Extreme temperature,Viral disease,SAU,Saudi Arabia,Western Asia,Asia,"Riyadh, Northern Borders",No,No,No,4089176.0,7.588495063178269,°C,1996,3,1996,9,3.0,10.0,97.0,2.0,151.0,2169073.0,2048678.0,1795521.0,1716266.0,1158827.0,52716.0,55.66884839137881,"[{""adm1_code"":2624,""adm1_name"":""Eastern Province""}]",2019-05-23,2023-09-25,['Eastern Province'],20.175375137297088,49.8362904777245
1983-3127-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Storm,Viral disease,SAU,Saudi Arabia,Western Asia,Asia,Jizan,No,No,No,1490624.0,3.815945410521541,Kph,1983,7,1983,7,1.0,12.0,104.0,4.0,166.0,4151405.0,4173645.0,4978018.0,2156569.0,3375815.0,4452403.0,88.18197968531906,"[{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2021-09-24,2023-09-25,['Tabuk'],29.486140290625077,36.62668888842302
1996-3128-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,Jizan,No,No,No,3166448.0,2.2434234120815306,Km2,1996,10,1996,10,3.0,8.0,96.0,4.0,135.0,337606.0,1959372.0,4162496.0,3273254.0,199209.0,1817479.0,83.74576841066252,"[{""adm1_code"":2625,""adm1_name"":""Hail""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2021-10-16,2023-09-25,"['Hail', 'Madinah', 'Makkah', 'Tabuk']",21.53189216863623,42.28801430423721
1969-3129-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Extreme temperature,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,Asir,No,No,No,3111421.0,7.757123480114695,°C,1969,4,1969,4,5.0,9.0,122.0,5.0,124.0,3755116.0,975322.0,226711.0,4637568.0,4769495.0,3443567.0,88.54970772395116,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2012-05-01,2023-09-25,"['Asir', 'Baha', 'Makkah']",29.804518078392185,47.294058173927205
1987-3130-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,Madinah,No,No,No,2816438.0,2.506808985167142,Km2,1987,4,1987,4,3.0,7.0,97.0,3.0,149.0,1081800.0,2481006.0,4861189.0,4962998.0,4410930.0,4730512.0,38.68699571397351,"[{""adm1_code"":2628,""adm1_name"":""Madinah""}]",2015-04-27,2023-09-25,['Madinah'],18.464204465770955,38.34454485717344
1981-3131-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,Northwest Region,No,No,No,962309.0,3.4066950779786893,Km2,1981,6,1981,8,5.0,8.0,102.0,5.0,167.0,4868780.0,3354359.0,2564966.0,4544539.0,4707264.0,2466741.0,9.11764567133512,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2016-06-22,2023-09-25,"['Asir', 'Jizan', 'Makkah', 'Najran']",17.937003116200266,37.69461635604951
2011-3132-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Storm,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,Hafar al-Batin,No,No,No,370639.0,4.256516425938754,Kph,2011,2,2011,10,4.0,10.0,115.0,2.0,164.0,927128.0,1250616.0,1718325.0,3765793.0,3371968.0,2831763.0,107.10712758284564,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2625,""adm1_name"":""Hail""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2015-04-05,2023-09-25,"['Asir', 'Baha', 'Hail', 'Jizan', 'Madinah', 'Makkah', 'Tabuk']",18.43037808645054,48.29866239169199
1989-3133-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Flood,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,Jizan,No,No,No,76787.0,8.102521690280135,Km2,1989,5,1989,10,6.0,11.0,84.0,3.0,142.0,1458178.0,4121631.0,1401112.0,704893.0,2630733.0,812373.0,104.59882699734264,"[{""adm1_code"":2622,""adm1_name"":""Asir""}]",2007-07-24,2023-09-25,['Asir'],18.29742648335453,43.51276076914228
1976-3134-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Epidemic,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Madinah, Asir, Jizan, Najran, Baha",No,No,No,201565.0,5.527994995769653,Vaccinated,1976,7,1976,7,7.0,12.0,85.0,3.0,180.0,2904674.0,4531163.0,1079890.0,1975906.0,582362.0,3051854.0,5.800797526053088,"[{""adm1_code"":2625,""adm1_name"":""Hail""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2008-08-03,2023-09-25,"['Hail', 'Madinah', 'Makkah', 'Tabuk']",18.55465164195765,42.31941788175715
2020-3135-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,"Taif, Asir, Jizan, Najran",No,No,No,964139.0,8.826269499581848,Km2,2020,5,2020,10,5.0,7.0,106.0,1.0,126.0,3000607.0,3495193.0,3722132.0,377461.0,4361406.0,2103402.0,60.16988656051792,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2025-01-30,2023-09-25,"['Asir', 'Baha', 'Makkah']",22.22159863189131,42.50035732833748
2019-3136-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Storm,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,"Jizan, Riyadh, Makkah, Madinah, Baha, Asir",No,No,No,1225566.0,1.5743732765388607,Kph,2019,6,2019,8,5.0,8.0,93.0,2.0,153.0,3433573.0,560085.0,4830087.0,4955281.0,337185.0,3042087.0,93.12138938804618,"[{""adm1_code"":2624,""adm1_name"":""Eastern Province""}]",2013-06-12,2023-09-25,['Eastern Province'],31.9406156714929,47.40655755077972
2006-3137-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Storm,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,"Jeddah, Makkah",No,No,No,2631748.0,6.963058117954971,Kph,2006,10,2006,10,0.0,12.0,89.0,0.0,169.0,2400726.5,2527632.0,2589600.5,2686379.0,2570131.0,2441360.0,69.97868113351676,"[{""adm1_code"":2624,""adm1_name"":""Eastern Province""}]",2023-10-03,2023-09-25,['Eastern Province'],21.453787788058023,39.115426047086416
1966-3138-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Epidemic,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,Northwest Region,No,No,No,2632257.0,4.630034881842785,Vaccinated,1966,10,1966,10,3.0,10.0,87.0,5.0,133.0,822339.0,1356378.0,1720690.0,3983315.0,2746168.0,669813.0,21.757337754285206,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2629,""adm1_name"":""Makkah""}]",2006-10-25,2023-09-25,"['Asir', 'Makkah']",24.05445711801668,49.88356765354087
1973-3139-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Extreme temperature,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Makkah",No,No,No,1946221.0,2.1805236489301327,°C,1973,5,1973,8,5.0,14.0,90.0,1.0,168.0,4381811.0,285966.0,396641.0,4744175.0,1392842.0,4683728.0,79.9673679413086,"[{""adm1_code"":2622,""adm1_name"":""Asir""}]",2011-07-03,2023-09-25,['Asir'],21.68153779730676,42.26636825986
1983-3140-SAU,Yes,nat-hyd-flo-flo,Natural,Biological,Storm,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,"Asir, Baha, Taif",No,No,No,827922.0,1.775369195044358,Kph,1983,8,1983,10,7.0,9.0,109.0,3.0,144.0,1844858.0,2555426.0,1311388.0,3036962.0,4767185.0,180930.0,43.85903028881855,"[{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2019-10-07,2023-09-25,['Tabuk'],28.40797858473236,43.096310579051135
2020-3141-SAU,No,nat-hyd-flo-flo,Natural,Biological,Flood,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Asir, Najran, Riyadh",No,No,No,2548825.0,6.549091489963255,Km2,2020,2,2020,6,5.0,5.0,81.0,2.0,172.0,2030033.0,1655977.0,2000898.0,3984833.0,1710302.0,3276637.0,14.940390995745553,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2011-07-12,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Riyad']",21.760408535952465,47.436226709779554
1991-3142-SAU,No,nat-hyd-flo-flo,Natural,Biological,Storm,Blizzard/Winter storm,SAU,Saudi Arabia,Western Asia,Asia,"Jeddah, Makkah",No,No,No,4182517.0,1.7098503255450623,Kph,1991,6,1991,12,5.0,16.0,103.0,5.0,158.0,4016547.0,4979378.0,2066563.0,2239088.0,1418940.0,501776.0,46.64615788011452,"[{""adm1_code"":2628,""adm1_name"":""Madinah""}]",2006-10-13,2023-09-25,['Madinah'],24.901934529579304,42.00736054570813
1969-3143-SAU,No,nat-hyd-flo-flo,Natural,Biological,Storm,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,Najran,No,No,No,763771.0,3.538827604629282,Kph,1969,1,1969,2,1.0,10.0,108.0,4.0,150.0,2077908.0,2653769.0,2258665.0,2916217.0,2131085.0,4695895.0,55.05899969210999,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2019-01-20,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Najran']",29.1021522442814,42.64006794587193
1969-3144-SAU,No,nat-hyd-flo-flo,Natural,Meteorological,Extreme temperature,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,Makkah,No,No,No,4273125.0,7.922563847951379,°C,1969,6,1969,9,7.0,10.0,91.0,3.0,171.0,426019.0,4794317.0,2698621.0,4858408.0,205893.0,3215398.0,26.54255710929295,"[{""adm1_code"":2624,""adm1_name"":""Eastern Province""}]",2022-05-27,2023-09-25,['Eastern Province'],26.6928324471412,44.87137683389293
2014-3145-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Storm,Flood (General),SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Najran, Jizan",No,No,No,2018336.0,3.338353568852421,Kph,2014,10,2014,10,3.0,11.0,96.0,5.0,156.0,1073002.0,4076945.0,3798449.0,4800772.0,1441401.0,248430.0,79.39450920276393,"[{""adm1_code"":2626,""adm1_name"":""Jawf""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2011-11-20,2023-09-25,"['Jawf', 'Madinah', 'Makkah', 'Tabuk']",18.168235963855544,42.08772682424847
1961-3146-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Epidemic,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,Jeddah,No,No,No,4794056.0,2.24862486058274,Vaccinated,1961,10,1961,12,3.0,9.0,81.0,0.0,150.0,3616287.0,3192865.0,4997481.0,2279756.0,2929326.0,4556224.0,30.739783754311944,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2015-05-25,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Riyad']",21.697435433543333,36.267367540923566
2000-3147-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Epidemic,Flash flood,SAU,Saudi Arabia,Western Asia,Asia,"Madinah, Makkah, Hail, Tabuk",No,No,No,3213036.0,5.859020051879284,Vaccinated,2000,10,2000,10,4.0,10.0,99.0,3.0,165.0,4813430.0,2684333.0,3404542.0,1943735.0,4600604.0,1708584.0,21.78370169432874,"[{""adm1_code"":2631,""adm1_name"":""Northern Frontier""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2006-10-27,2023-09-25,"['Northern Frontier', 'Riyad']",25.01353006237239,41.510474304887445
1997-3148-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Flood,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,Tabuk,No,No,No,2971324.0,3.274663860315359,Km2,1997,1,1997,11,8.0,13.0,85.0,1.0,149.0,4093493.0,2725020.0,4357056.0,1839117.0,1708213.0,3330410.0,32.33664771656937,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2005-11-11,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Najran']",22.168923368808,47.74948471556426
1984-3149-SAU,Yes,nat-hyd-flo-flo,Natural,Hydrological,Storm,Heat wave,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Najran, Jizan",No,No,No,1061171.0,4.533044006796979,Kph,1984,8,1984,12,4.0,5.0,91.0,2.0,147.0,2991346.0,2911057.0,4106558.0,3915897.0,698374.0,4461136.0,106.32343659376764,"[{""adm1_code"":2624,""adm1_name"":""Eastern Province""}]",2015-09-13,2023-09-25,['Eastern Province'],31.900690263064355,47.642874216268254
2011-3150-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Flood,Viral disease,SAU,Saudi Arabia,Western Asia,Asia,Jeddah,No,No,No,789933.0,7.697776620856111,Km2,2011,8,2011,11,8.0,8.0,110.0,1.0,150.0,3602360.0,4263941.0,4800059.0,328070.0,2697850.0,3356020.0,11.478676513016003,"[{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2024-11-14,2023-09-25,['Tabuk'],16.795949158424786,35.629068045806775
2003-3151-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Extreme temperature,Bacterial disease,SAU,Saudi Arabia,Western Asia,Asia,Makkah,No,No,No,2298479.0,4.137414668554847,°C,2003,5,2003,6,6.0,9.0,107.0,4.0,162.0,2706155.0,3870764.0,4050328.0,4346323.0,4227122.0,1153849.0,14.066572763205574,"[{""adm1_code"":2622,""adm1_name"":""Asir""}]",2009-03-13,2023-09-25,['Asir'],17.666762191881716,40.65709846745076
2012-3152-SAU,Yes,nat-hyd-flo-flo,Natural,Meteorological,Flood,Viral disease,SAU,Saudi Arabia,Western Asia,Asia,"Jizan, Riyadh, Makkah, Madinah, Baha, Asir",No,No,No,3891331.0,6.87091757086335,Km2,2012,9,2012,10,3.0,12.0,94.0,3.0,158.0,3627768.0,2612330.0,129906.0,3986779.0,35297.0,2640159.0,80.60997904553835,"[{""adm1_code"":2625,""adm1_name"":""Hail""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2634,""adm1_name"":""Tabuk""}]",2016-12-11,2023-09-25,"['Hail', 'Madinah', 'Makkah', 'Tabuk']",24.78863485140389,45.20834818708653
1969-3153-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Epidemic,Blizzard/Winter storm,SAU,Saudi Arabia,Western Asia,Asia,"Makkah, Asir, Najran, Riyadh",No,No,No,2623348.0,7.8788321458015,Vaccinated,1969,2,1969,9,4.0,8.0,105.0,2.0,159.0,2476174.0,2368744.0,2628045.0,2473730.0,2700019.0,2621483.0,31.747143701504857,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2015-03-25,2023-09-25,"['Asir', 'Jizan', 'Makkah', 'Najran']",31.15571888319998,38.78905952577414
2002-3154-SAU,No,nat-hyd-flo-flo,Natural,Hydrological,Storm,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,Makkah,No,No,No,4720462.0,7.73052482789603,Kph,2002,3,2002,10,3.0,14.0,89.0,5.0,158.0,2828592.0,388581.0,1026393.0,2504867.0,3551108.0,2116560.0,55.77160036520736,"[{""adm1_code"":2622,""adm1_name"":""Asir""},{""adm1_code"":2623,""adm1_name"":""Baha""},{""adm1_code"":2627,""adm1_name"":""Jizan""},{""adm1_code"":2628,""adm1_name"":""Madinah""},{""adm1_code"":2629,""adm1_name"":""Makkah""},{""adm1_code"":2630,""adm1_name"":""Najran""}]",2021-01-02,2023-09-25,"['Asir', 'Baha', 'Jizan', 'Madinah', 'Makkah', 'Najran']",26.210376730227463,45.67423439487232
2003-3155-SAU,No,nat-hyd-flo-flo,Natural,Biological,Epidemic,Severe weather,SAU,Saudi Arabia,Western Asia,Asia,"Taif, Asir, Jizan, Najran",No,No,No,864995.0,7.303323400592766,Vaccinated,2003,7,2003,7,5.0,12.0,95.0,2.0,152.0,2412732.0,980734.0,4529303.0,4881600.0,3401388.0,4302434.0,89.26124412344309,"[{""adm1_code"":2624,""adm1_name"":""Eastern Province""}]",2024-01-12,2023-09-25,['Eastern Province'],19.297689813476687,38.90748665401235
